engine_id,cycle,altitude_ft,mach,temperature_k,pressure_pa,airspeed_mps,dynamic_pressure_pa,core_rpm,fan_rpm,throttle_proxy_pct,load_factor,cycle_duration_s,flight_distance_nm,horizontal_distance_nm,vertical_distance_m,climb_rate_mps,flight_time_s,true_airspeed_mps,shaft_1x_hz,ftf_hz,bpfo_hz,bpfi_hz,bsf_hz,bearing_severity,rms_g,peak_g,crest_factor,kurtosis,sample_rate_hz,duration_s,flight_time_s_cumulative,flight_time_min_cumulative,bearing_status,bearing_risk_score
1,1,23260.344827586207,0.6556666666666666,242.0666048275862,40544.490458556254,204.50001212642587,12201.01882562927,8282.704240000003,1990.301669999999,84.33728397572223,0.8944402846417234,13.060129268819272,1.4421147914936452,1.4107031350205215,0.0,0.0,13.060129268819272,204.50001212642587,138.0450706666667,55.218028266666686,496.9622544000002,745.4433816000002,331.30816960000004,0.733303152857143,0.1840040384486076,0.6695312152356301,3.6386767425359006,-0.42178744259910816,2048.0,13.060129268819272,13.060129268819272,0.21766882114698788,WARNING,50.2194119058579
1,2,26282.758620689656,0.6996666666666667,236.07859862068963,35543.23902478833,215.507449216972,12179.722958561779,8022.919540000003,1933.4579699999995,83.10364955544445,0.8832059632474903,30.0,3.490941402002786,1.4180038483382034,921.2317241379315,3.086218973326667,30.0,215.507449216972,133.7153256666667,53.486130266666684,481.37517240000017,722.0627586000002,320.91678160000004,0.7601930760714286,0.1851197613358483,0.6623811828507902,3.5781224979492268,-0.39404520586555014,2048.0,12.671667312255645,43.060129268819274,0.7176688211469879,WARNING,51.72503993643978
1,3,29755.172413793105,0.7043333333333334,229.19905241379308,30426.46587562337,213.76049410485308,10565.888792747639,7989.080470000026,1902.4840399999994,83.45870364800008,0.8717227989699685,30.0,3.462642993059175,1.4546103909132408,1058.3917241379313,3.107522218880005,30.0,213.76049410485308,133.1513411666671,53.26053646666684,479.3448282000016,719.0172423000023,319.563218800001,0.7627831148214297,0.18422936466626455,0.7108416363144241,3.8584600104447464,-0.3461099606047471,2048.0,13.128550655653378,73.06012926881928,1.217668821146988,WARNING,53.01474250517192
1,4,32632.758620689656,0.7406666666666667,223.49797862068965,26653.624715182184,221.97414565391216,10235.284488199055,7818.342489999977,1782.4322699999993,83.0837915455555,0.8698037931759874,30.0,3.595693504113048,1.4739370651274273,877.0882758620683,3.08502749273333,30.0,221.97414565391216,130.30570816666628,52.122283266666514,469.10054939999867,703.650824099998,312.73369959999906,0.7868118894642847,0.18798415232027602,0.7358801384753262,3.914586040325241,-0.3133943960114971,2048.0,12.98946021576412,103.06012926881928,1.717668821146988,WARNING,54.80111697647947
1,5,34568.96551724138,0.7443333333333333,219.66196551724136,24335.412009019063,221.15038229174002,9437.81978308086,8442.821319999985,2060.477549999996,84.4630535388333,0.850245172341078,30.0,3.5823496051577752,1.514437621580526,590.1558620689648,3.1677832123299976,30.0,221.15038229174002,140.7136886666664,56.28547546666656,506.5692791999991,759.8539187999986,337.7128527999993,0.8159746978571422,0.19030749196153185,0.6912011571334578,3.632022838455435,-0.274641790801176,2048.0,13.414697029793869,133.06012926881928,2.217668821146988,WARNING,55.56644671453598
1,6,35000.0,0.7493333333333333,218.808,23842.2640241166,222.20275735258946,9371.20929227228,8281.011489999983,1926.1195700000007,84.20956772699995,0.8539786291636304,28.82970469722291,3.4589848150020686,1.5140138065667994,131.3793103448279,3.152574063619997,28.82970469722291,222.20275735258946,138.01685816666637,55.20674326666655,496.860689399999,745.2910340999985,331.24045959999927,0.8135183358928564,0.18895324654215298,0.6808757785657235,3.6034087321904207,-0.3365114549811663,2048.0,13.372665120804141,161.8898339660422,2.6981638994340367,WARNING,55.29232676179735
1,7,35000.0,0.7723333333333333,218.808,23842.2640241166,229.02303771616982,9955.316944888442,8129.274129999976,1983.9143299999978,83.77446273888881,0.8617140085985124,13.023235231684295,1.6104864436569029,1.5066294533399989,0.0,3.126467764333329,13.023235231684295,229.02303771616982,135.48790216666626,54.195160866666505,487.75644779999857,731.6346716999979,325.170965199999,0.822053088749999,0.19080744017869694,0.7250414721319834,3.7998595413939844,-0.29280397840821815,2048.0,13.023235231684295,174.9130691977265,2.915217819962108,WARNING,56.63288893432588
1,8,35000.0,0.7463333333333333,218.808,23842.2640241166,221.3131555660355,9296.323125198933,8647.772619999996,2048.2704699999977,85.34256799127778,0.8549146326359858,13.581543288988792,1.6229882304226901,1.5332424396234003,0.0,3.2205540794766665,13.581543288988792,221.3131555660355,144.1295436666666,57.65181746666664,518.8663571999998,778.2995357999996,345.9109047999998,0.8262286210714285,0.18891746834897843,0.7460543348509279,3.94910190873814,-0.29626815225008984,2048.0,13.581543288988792,188.49461248671528,3.141576874778588,WARNING,57.50126800459541
1,9,35000.0,0.7423333333333333,218.808,23842.2640241166,220.1270198506302,9196.94221080934,8632.946379999994,2149.9729800000023,84.85179826427776,0.8436231651774578,13.560022093300088,1.6117317778114755,1.5249133762565998,0.0,3.191107895856666,13.560022093300088,220.1270198506302,143.88243966666656,57.55297586666663,517.9767827999997,776.9651741999994,345.3178551999997,0.8221822896428569,0.18912262321017206,0.7189071890894634,3.80127547348231,-0.2665760340185601,2048.0,13.560022093300088,202.05463458001537,3.367577243000256,WARNING,56.64695072071494
1,10,35000.0,0.7076666666666667,218.808,23842.2640241166,209.84717698378446,8358.012414014094,8941.46662000001,2197.8837999999996,85.86268314705559,0.8353492315535213,14.195604005082416,1.60848133155845,1.5420695368386008,0.0,3.251760988823335,14.195604005082416,209.84717698378446,149.02444366666683,59.609777466666735,536.4879972000007,804.7319958000008,357.65866480000034,0.8053230139285719,0.18562124028971705,0.6601037143335687,3.556186314148537,-0.3207234419269831,2048.0,14.195604005082416,216.2502385850978,3.6041706430849634,WARNING,54.57074116195132
